2022-06-16 15:58:12,761 'g'
2022-06-16 15:58:12,888 'i'
2022-06-16 15:58:13,501 't'
2022-06-16 15:58:13,708 'h'
2022-06-16 15:58:14,230 'u'
2022-06-16 15:58:14,476 'b'
2022-06-16 15:58:15,271 Key.enter
2022-06-16 15:59:05,903 'p'
2022-06-16 15:59:06,680 'y'
2022-06-16 15:59:07,452 'p'
2022-06-16 15:59:07,694 'i'
2022-06-16 15:59:08,386 Key.enter
2022-06-16 16:00:17,535 'p'
2022-06-16 16:00:17,985 'a'
2022-06-16 16:00:18,291 'n'
2022-06-16 16:00:18,469 'd'
2022-06-16 16:00:18,896 'q'
2022-06-16 16:00:19,685 Key.backspace
2022-06-16 16:00:19,815 'a'
2022-06-16 16:00:20,145 's'
2022-06-16 16:00:21,030 Key.enter
2022-06-16 16:00:58,825 Key.backspace
2022-06-16 16:00:59,742 'p'
2022-06-16 16:01:00,346 'y'
2022-06-16 16:01:00,701 'n'
2022-06-16 16:01:01,377 'p'
2022-06-16 16:01:01,756 'u'
2022-06-16 16:01:02,030 't'
2022-06-16 16:01:02,778 Key.enter
2022-06-16 16:02:16,159 's'
2022-06-16 16:02:16,290 'l'
2022-06-16 16:02:16,684 'q'
2022-06-16 16:02:17,377 Key.backspace
2022-06-16 16:02:17,788 'a'
2022-06-16 16:02:18,239 'c'
2022-06-16 16:02:18,456 'k'
2022-06-16 16:02:19,093 Key.enter
2022-06-16 16:02:50,070 'k'
2022-06-16 16:02:50,351 'e'
2022-06-16 16:02:50,641 'n'
2022-06-16 16:02:53,782 'z'
2022-06-16 16:02:53,992 'i'
2022-06-16 16:02:56,893 Key.shift
2022-06-16 16:02:57,303 '@'
2022-06-16 16:02:57,787 's'
2022-06-16 16:02:58,166 'p'
2022-06-16 16:02:58,384 'q'
2022-06-16 16:02:59,148 Key.backspace
2022-06-16 16:02:59,294 'a'
2022-06-16 16:02:59,801 'c'
2022-06-16 16:03:00,605 'e'
2022-06-16 16:03:00,992 'b'
2022-06-16 16:03:01,580 'o'
2022-06-16 16:03:01,877 't'
2022-06-16 16:03:02,530 '.'
2022-06-16 16:03:07,077 'a'
2022-06-16 16:03:07,206 'i'
2022-06-16 16:03:08,195 Key.enter
2022-06-16 16:04:35,020 Key.shift
2022-06-16 16:04:35,285 'A'
2022-06-16 16:04:36,644 'H'
2022-06-16 16:04:37,762 '8'
2022-06-16 16:04:40,945 Key.shift
2022-06-16 16:04:41,731 Key.shift
2022-06-16 16:04:42,173 'I'
2022-06-16 16:04:43,258 'F'
2022-06-16 16:04:44,352 '8'
2022-06-16 16:07:27,506 'p'
2022-06-16 16:07:28,211 Key.backspace
2022-06-16 16:07:29,184 'j'
2022-06-16 16:07:29,394 'u'
2022-06-16 16:07:29,894 'p'
2022-06-16 16:07:30,377 'y'
2022-06-16 16:07:31,013 't'
2022-06-16 16:07:31,127 'e'
2022-06-16 16:07:31,321 'r'
2022-06-16 16:07:31,467 Key.space
2022-06-16 16:07:31,781 'n'
2022-06-16 16:07:32,280 'o'
2022-06-16 16:07:32,554 't'
2022-06-16 16:07:33,182 'e'
2022-06-16 16:07:33,408 'b'
2022-06-16 16:07:33,971 'o'
2022-06-16 16:07:34,117 'o'
2022-06-16 16:07:34,359 'k'
2022-06-16 16:07:35,292 Key.enter
2022-06-16 16:08:01,161 'a'
2022-06-16 16:08:01,338 'n'
2022-06-16 16:08:01,524 'a'
2022-06-16 16:08:02,048 'c'
2022-06-16 16:08:02,234 'o'
2022-06-16 16:08:03,022 'n'
2022-06-16 16:08:03,183 'd'
2022-06-16 16:08:03,964 'a'
2022-06-16 16:08:04,471 Key.enter
2022-06-16 16:09:25,184 'd'
2022-06-16 16:09:25,811 'a'
2022-06-16 16:09:26,142 't'
2022-06-16 16:09:26,344 'a'
2022-06-16 16:09:26,931 'c'
2022-06-16 16:09:27,743 'a'
2022-06-16 16:09:29,302 'm'
2022-06-16 16:09:29,896 'p'
2022-06-16 16:09:30,451 Key.enter
2022-06-16 16:10:33,882 'd'
2022-06-16 16:10:34,678 'a'
2022-06-16 16:10:34,887 't'
2022-06-16 16:10:35,129 'a'
2022-06-16 16:10:35,661 'c'
2022-06-16 16:10:36,521 'a'
2022-06-16 16:13:01,749 Key.ctrl
2022-06-16 16:13:01,926 'c'
