"hour_buckets","placement_id","average_median_ppm1","average_median_2_5","average_median_4","average_median_10","average_iaq_score","average_iaq_accuracy","average_temperature","average_humidity","average_baro_pressure","average_eco2","average_bvoce","average_gas","average_noise_level","max_noise_level","average_maximum_noise_level"
"2022-03-29 07:00:00",58,0.02,1.03,1.09,1.7,156.77,2.48,27.59,9.06,1000.09,2796.42,64.57,319271.44,52.72,104.78,83.94
"2022-03-29 07:00:00",60,0.08,1.18,1.51,2.88,249.15,2.22,25.47,10.09,1000.43,2334.1,12.49,726508.05,46.5,99.44,78.74
"2022-03-29 07:00:00",74,0.0,1.0,1.08,1.74,245.55,2.6,21.12,13.48,999.61,2653.01,22.34,181194.96,43.25,98.58,79.77
"2022-03-29 07:00:00",76,0.0,1.0,1.02,1.49,264.04,2.21,29.62,7.18,999.62,2593.94,22.28,202783.75,46.81,110.83,95.28
"2022-03-29 08:00:00",58,0.12,1.51,1.85,3.8,27.69,1.7,27.59,9.28,999.85,505.33,0.51,345407.85,52.96,101.36,84.21
"2022-03-29 08:00:00",60,2.15,4.3,5.51,9.39,216.99,3.0,25.49,10.42,1000.2,2188.1,10.11,716998.05,49.86,102.22,78.17
"2022-03-29 08:00:00",74,0.53,1.74,2.05,3.94,201.31,2.63,21.06,13.81,999.37,2026.58,9.22,195311.38,43.21,99.38,79.02
"2022-03-29 08:00:00",76,0.42,1.52,1.62,2.82,187.08,3.0,29.57,7.38,999.42,2193.71,10.79,216807.19,46.26,110.56,94.37
"2022-03-29 09:00:00",58,0.45,1.79,2.27,4.2,31.45,2.27,27.53,9.4,999.48,555.46,0.63,410531.4,52.91,103.49,84.02
"2022-03-29 09:00:00",60,3.95,6.63,8.32,12.63,164.05,3.0,25.56,10.58,999.8,1594.23,3.9,783870.52,47.69,108.33,79.34
"2022-03-29 09:00:00",74,0.97,2.22,2.7,4.77,234.87,2.57,21.13,13.91,999.03,1963.5,7.36,202699.74,44.45,106.11,79.7
"2022-03-29 09:00:00",76,0.88,2.02,2.44,4.25,216.71,2.15,30.15,7.2,999.06,2167.02,12.16,213940.38,47.19,110.77,95.34
"2022-03-29 10:00:00",58,0.63,1.83,2.07,3.63,72.46,3.0,27.56,9.56,998.83,657.91,0.87,313490.68,53.03,106.71,84.1
"2022-03-29 10:00:00",60,3.16,5.42,6.34,9.32,225.28,3.0,25.47,10.76,999.1,2106.84,8.3,692316.47,47.8,105.41,79.14
"2022-03-29 10:00:00",74,1.0,2.14,2.44,4.24,263.72,2.26,21.21,14.04,998.37,2674.69,22.9,166649.15,45.54,100.62,81.38
"2022-03-29 10:00:00",76,1.0,2.01,2.26,3.59,241.38,2.88,30.02,7.38,998.38,3010.5,32.87,180884.16,47.26,110.83,96.26
"2022-03-29 11:00:00",58,0.38,1.68,1.91,3.38,31.11,2.23,27.53,9.72,997.95,512.2,0.54,338936.35,52.97,109.69,84.06
"2022-03-29 11:00:00",60,2.22,4.14,4.97,7.91,210.86,3.0,25.41,10.95,998.22,1904.79,6.25,702418.71,47.87,108.17,79.78
"2022-03-29 11:00:00",74,0.97,2.02,2.33,3.94,215.15,2.93,21.24,14.35,997.42,2485.33,15.76,177029.95,44.65,103.34,81.57
"2022-03-29 11:00:00",76,0.98,1.98,2.09,3.26,238.57,2.51,29.69,7.77,997.42,2379.08,14.93,194782.3,46.6,110.82,95.75
"2022-03-29 12:00:00",58,0.52,1.89,2.21,3.73,24.27,2.07,27.52,9.64,996.93,497.5,0.5,424893.72,52.62,104.12,83.67
"2022-03-29 12:00:00",60,2.18,4.22,5.11,9.07,155.9,3.0,25.35,10.94,997.25,1367.66,2.77,775600.61,47.69,102.86,79.22
"2022-03-29 12:00:00",74,1.0,2.02,2.38,4.22,157.67,2.45,21.25,14.17,996.48,1549.48,4.05,210191.96,46.47,109.13,83.05
"2022-03-29 12:00:00",76,1.0,2.02,2.13,3.37,176.17,3.0,29.9,7.52,996.51,1721.58,5.13,233141.53,47.49,110.83,96.39
"2022-03-29 13:00:00",58,0.95,2.4,2.99,5.27,25.88,2.12,27.4,9.71,996.07,520.37,0.56,483614.38,52.91,108.77,84.08
"2022-03-29 13:00:00",60,3.4,6.34,8.58,14.81,113.39,3.0,25.25,10.97,996.38,974.52,1.52,833164.77,49.14,102.4,79.46
"2022-03-29 13:00:00",74,1.54,3.19,3.95,7.1,211.06,2.98,21.4,14.16,995.63,1292.46,2.46,226559.61,44.66,101.82,81.43
"2022-03-29 13:00:00",76,1.32,2.76,3.25,5.53,178.99,1.72,29.44,7.81,995.66,1181.78,2.12,254250.06,46.89,110.4,96.52
"2022-03-29 14:00:00",58,0.81,2.19,2.68,4.28,21.47,2.63,27.41,9.77,994.82,492.7,0.5,521218.1,52.9,101.28,84.11
"2022-03-29 14:00:00",60,2.5,4.51,5.65,8.48,83.71,3.0,25.27,10.99,995.11,713.51,1.01,871579.81,48.51,100.65,78.32
"2022-03-29 14:00:00",74,1.41,2.92,3.53,5.88,157.96,2.54,21.44,14.15,994.34,964.14,1.49,238177.12,45.65,106.82,82.76
"2022-03-29 14:00:00",76,1.18,2.6,2.92,4.57,203.26,1.0,29.62,7.78,994.35,1120.98,1.89,260979.31,47.64,110.83,96.65
"2022-03-29 15:00:00",58,0.03,1.03,1.05,1.27,21.66,2.33,27.43,9.96,993.31,490.57,0.49,533786.82,52.84,104.7,84.01
"2022-03-29 15:00:00",60,1.6,2.87,2.98,3.48,62.04,3.0,25.29,11.21,993.62,611.64,0.76,887221.33,45.95,99.25,76.94
"2022-03-29 15:00:00",74,0.46,1.46,1.5,1.8,172.95,1.0,21.21,14.68,992.84,896.07,1.33,241809.68,45.56,108.19,82.8
"2022-03-29 15:00:00",76,0.41,1.41,1.42,1.59,184.18,0.92,29.71,7.98,992.86,1004.38,1.6,258709.39,46.86,110.53,94.6
"2022-03-29 16:00:00",58,0.03,1.0,1.0,1.01,19.8,2.22,27.46,10.38,991.78,479.71,0.47,493649.01,52.93,106.58,84.09
"2022-03-29 16:00:00",60,1.15,2.23,2.27,2.37,65.08,3.0,25.36,11.64,992.1,615.64,0.77,856100.52,46.44,102.1,78.49
"2022-03-29 16:00:00",74,0.08,1.05,1.05,1.12,188.53,0.92,21.38,15.15,991.33,1020.0,1.65,226329.53,44.07,105.55,80.1
"2022-03-29 16:00:00",76,0.03,1.02,1.02,1.07,210.65,2.6,29.31,8.56,991.34,1298.27,2.49,238078.74,46.22,110.83,94.32
"2022-03-29 17:00:00",58,0.02,0.5,0.5,0.5,29.4,2.63,27.54,10.53,990.53,541.79,0.6,481677.66,53.12,107.4,84.31
"2022-03-29 17:00:00",60,0.03,0.82,0.82,0.85,63.73,3.0,25.24,11.89,990.83,606.84,0.75,847937.52,47.0,107.53,79.18
"2022-03-29 17:00:00",74,0.02,1.0,1.0,1.02,218.24,1.0,21.0,15.74,990.04,1093.74,1.8,222693.66,43.39,104.52,79.91
"2022-03-29 17:00:00",76,0.02,0.98,0.98,0.98,202.26,1.83,29.51,8.57,990.05,1163.42,2.05,238584.87,46.25,110.83,94.59
"2022-03-29 18:00:00",58,0.02,0.2,0.2,0.2,37.02,2.77,27.6,10.62,990.12,580.17,0.71,413401.4,53.02,107.34,84.23
"2022-03-29 18:00:00",60,0.02,0.37,0.37,0.37,104.11,3.0,25.22,12.05,990.43,782.59,1.12,796632.3,46.83,98.91,79.43
"2022-03-29 18:00:00",74,0.02,0.51,0.51,0.51,232.21,1.88,21.0,15.89,989.63,1506.58,3.62,199492.01,42.75,99.87,80.01
"2022-03-29 18:00:00",76,0.0,0.4,0.4,0.4,239.15,2.42,29.26,8.76,989.63,1713.72,4.69,214727.33,45.93,110.83,94.8
"2022-03-29 19:00:00",58,0.0,0.11,0.11,0.11,100.76,2.58,29.57,9.66,989.21,1378.37,4.53,320883.24,52.89,103.45,84.21
"2022-03-29 19:00:00",60,0.02,0.27,0.27,0.27,175.49,2.85,26.17,11.52,989.52,1212.37,2.43,723117.12,48.51,105.54,82.7
"2022-03-29 19:00:00",74,0.07,0.82,0.82,0.86,242.37,2.53,21.64,15.44,988.74,2103.24,8.76,178680.5,42.83,99.22,83.28
"2022-03-29 19:00:00",76,0.0,0.92,0.92,0.92,281.93,2.07,37.93,5.56,988.8,2998.45,49.06,160694.39,48.01,110.82,100.03
"2022-03-29 20:00:00",58,0.0,0.78,0.78,0.78,76.49,1.0,30.13,9.4,988.31,601.3,0.73,259808.95,52.67,103.96,84.06
"2022-03-29 20:00:00",60,0.03,0.78,0.79,0.95,243.66,2.65,26.41,11.78,988.61,1801.69,5.23,618940.5,49.25,107.02,83.44
"2022-03-29 20:00:00",74,0.79,1.75,1.75,1.87,210.1,2.8,21.99,15.13,987.85,1963.77,7.33,177275.12,42.83,99.55,83.22
"2022-03-29 20:00:00",76,0.44,1.41,1.41,1.43,228.12,3.0,38.13,5.39,987.89,3083.31,37.9,164599.27,48.13,110.81,101.19
"2022-03-29 21:00:00",58,0.02,0.98,0.98,1.03,64.46,0.91,30.21,9.41,987.11,570.32,0.67,260294.5,52.71,104.68,84.05
"2022-03-29 21:00:00",60,0.03,0.98,0.98,1.1,246.18,2.78,26.52,11.67,987.41,1872.57,5.81,602930.41,49.31,100.24,83.72
"2022-03-29 21:00:00",74,0.82,1.79,1.79,1.91,249.8,2.55,22.02,15.08,986.61,2051.6,7.7,180178.3,42.54,100.12,84.57
"2022-03-29 21:00:00",76,0.17,1.15,1.15,1.18,264.02,2.46,39.1,5.1,986.64,2918.58,34.56,163874.66,48.38,110.83,101.27
"2022-03-29 22:00:00",58,0.02,1.0,1.0,1.05,38.34,1.0,30.09,9.4,986.25,526.78,0.55,270823.91,52.76,108.15,84.2
"2022-03-29 22:00:00",60,0.03,1.0,1.0,1.07,235.64,3.0,26.61,11.41,986.55,1767.03,4.96,615957.54,49.09,100.51,83.6
"2022-03-29 22:00:00",74,0.63,1.61,1.64,1.66,230.5,2.8,21.91,15.1,985.82,1954.13,6.94,179946.59,42.61,99.71,84.68
"2022-03-29 22:00:00",76,0.07,1.07,1.07,1.11,245.26,2.85,38.64,5.17,985.83,2992.08,31.67,169873.27,48.19,110.82,101.26
"2022-03-29 23:00:00",58,0.02,1.0,1.01,1.04,27.03,0.91,30.07,9.35,985.71,498.68,0.5,276622.77,52.69,104.27,84.01
"2022-03-29 23:00:00",60,0.03,1.02,1.02,1.07,228.19,3.0,26.72,11.26,986.01,1652.64,4.18,626069.85,49.59,100.83,84.2
"2022-03-29 23:00:00",74,0.45,1.42,1.42,1.51,256.51,2.62,21.72,15.2,985.26,2165.68,9.47,175617.7,42.99,99.64,85.45
"2022-03-29 23:00:00",76,0.05,1.05,1.05,1.07,267.97,2.41,38.73,5.1,985.27,2837.98,30.82,168724.77,48.41,110.82,102.17
"2022-03-30 00:00:00",58,0.02,1.02,1.02,1.05,31.31,1.72,30.03,9.31,984.47,513.9,0.53,282567.0,52.79,106.45,84.13
"2022-03-30 00:00:00",60,0.08,1.07,1.08,1.22,220.55,3.0,26.78,11.16,984.76,1546.23,3.55,635398.88,49.63,100.94,84.29
"2022-03-30 00:00:00",74,0.78,1.78,1.81,1.86,246.72,2.86,21.43,15.44,984.0,2196.62,9.49,174052.01,43.16,99.56,86.2
"2022-03-30 00:00:00",76,0.05,1.05,1.05,1.07,244.85,2.97,38.47,5.2,984.02,3058.02,35.02,167958.25,48.65,110.83,102.98
"2022-03-30 01:00:00",58,0.07,1.12,1.13,1.23,29.14,0.93,30.0,9.32,983.0,504.31,0.51,283366.0,52.6,108.15,83.94
"2022-03-30 01:00:00",60,0.39,1.33,1.33,1.42,218.15,3.0,26.62,11.21,983.29,1479.12,3.21,639197.86,49.87,103.53,84.85
"2022-03-30 01:00:00",74,0.69,1.66,1.66,1.81,251.16,2.42,21.4,15.49,982.56,2171.4,10.17,173032.31,44.56,99.59,88.01
"2022-03-30 01:00:00",76,0.13,1.12,1.12,1.17,267.44,2.49,38.45,5.2,982.57,2826.19,28.32,170210.82,49.0,110.82,103.59
"2022-03-30 02:00:00",58,0.1,1.1,1.1,1.17,40.09,2.83,30.0,9.4,981.2,534.97,0.58,282758.48,53.08,110.25,84.45
"2022-03-30 02:00:00",60,0.36,1.37,1.38,1.48,215.97,3.0,26.53,11.25,981.52,1416.62,2.92,641417.87,53.22,101.05,84.79
"2022-03-30 02:00:00",74,0.76,1.73,1.74,1.84,247.0,2.62,21.42,15.53,980.78,2308.22,11.25,169433.08,44.9,99.93,88.48
"2022-03-30 02:00:00",76,0.07,1.04,1.04,1.08,246.93,2.88,38.28,5.26,980.79,2955.71,29.89,171004.4,49.44,110.83,104.29
"2022-03-30 03:00:00",58,0.05,1.03,1.05,1.12,52.76,2.64,29.96,9.39,979.28,558.61,0.64,276375.91,52.93,110.06,84.27
"2022-03-30 03:00:00",60,0.33,1.34,1.36,1.52,219.17,3.0,26.63,11.2,979.59,1390.73,2.81,637912.42,50.01,100.85,84.96
"2022-03-30 03:00:00",74,0.69,1.67,1.67,1.67,253.35,2.45,21.45,15.55,978.83,2203.22,10.68,170644.08,44.28,99.74,88.88
"2022-03-30 03:00:00",76,0.08,1.07,1.07,1.07,259.61,2.46,38.22,5.29,978.85,2676.92,23.53,173193.44,49.07,110.83,104.94
"2022-03-30 04:00:00",58,0.1,1.1,1.1,1.15,30.45,1.0,30.0,9.42,978.18,512.2,0.52,280751.25,52.89,108.5,84.23
"2022-03-30 04:00:00",60,0.54,1.44,1.44,1.55,212.87,3.0,26.74,11.2,978.49,1309.51,2.48,639619.43,49.9,99.73,84.52
"2022-03-30 04:00:00",74,0.83,1.81,1.83,1.83,242.49,2.93,21.47,15.63,977.76,2241.37,10.17,170560.01,42.77,99.77,86.54
"2022-03-30 04:00:00",76,0.08,1.07,1.07,1.08,243.03,2.97,38.19,5.31,977.77,2830.54,24.82,174775.09,48.12,110.83,103.07
"2022-03-30 05:00:00",58,0.15,1.15,1.16,1.24,25.57,0.91,30.0,9.54,977.36,496.33,0.5,281261.66,52.88,105.15,84.2
"2022-03-30 05:00:00",60,0.69,1.63,1.63,1.7,207.01,3.0,26.81,11.25,977.67,1236.84,2.22,639050.65,49.3,104.83,83.78
"2022-03-30 05:00:00",74,0.87,1.84,1.84,1.9,250.73,2.47,21.48,15.82,976.91,2154.35,9.93,170010.96,42.88,99.57,84.76
"2022-03-30 05:00:00",76,0.2,1.17,1.17,1.2,252.25,2.49,38.16,5.4,976.9,2526.44,18.41,176830.39,47.62,110.83,101.72
"2022-03-30 06:00:00",58,0.08,1.09,1.09,1.19,28.35,2.49,28.61,11.36,978.01,509.42,0.52,280095.88,52.96,109.24,84.34
"2022-03-30 06:00:00",60,0.42,1.37,1.38,1.53,162.49,3.0,25.9,13.05,978.31,966.5,1.5,624699.62,46.95,99.64,79.35
"2022-03-30 06:00:00",74,0.61,1.55,1.55,1.68,231.89,2.92,21.52,17.23,977.57,2157.6,9.17,161901.2,41.93,99.49,80.37
"2022-03-30 06:00:00",76,0.3,1.28,1.28,1.34,164.45,3.0,31.84,8.93,977.56,1772.1,6.06,192477.95,45.9,110.83,95.79
"2022-03-30 07:00:00",58,0.64,1.83,2.0,2.92,34.93,2.27,26.93,14.39,976.16,547.37,0.62,280967.43,52.94,105.94,83.9
"2022-03-30 07:00:00",60,0.94,2.07,2.27,3.29,78.07,1.76,25.18,15.76,976.47,617.76,0.77,607928.3,46.82,97.8,76.05
"2022-03-30 07:00:00",74,1.01,2.02,2.15,3.13,232.57,2.46,20.72,21.08,975.73,1775.74,5.47,153956.79,44.39,96.82,75.76
"2022-03-30 07:00:00",76,0.88,1.87,1.93,2.76,143.07,2.24,28.62,12.18,975.71,1201.02,2.23,186892.69,45.66,110.83,92.77
"2022-03-30 08:00:00",58,0.66,1.99,2.45,4.42,23.09,2.3,26.57,16.41,975.36,492.37,0.49,267863.47,53.14,104.07,83.91
"2022-03-30 08:00:00",60,1.31,3.2,3.99,6.97,32.83,1.0,25.06,17.8,975.67,515.19,0.53,584157.61,46.91,96.03,75.26
"2022-03-30 08:00:00",74,1.0,2.23,2.56,4.2,228.81,3.0,20.38,24.04,974.92,1808.98,5.29,142144.77,45.13,98.27,74.76
"2022-03-30 08:00:00",76,0.81,1.88,2.09,3.55,220.33,1.0,28.5,13.87,974.88,1303.43,2.46,171244.84,45.68,110.83,92.9
"2022-03-30 09:00:00",58,1.02,3.14,4.57,8.47,53.71,2.72,26.67,18.38,974.98,653.68,0.86,236063.29,52.95,106.28,83.83
"2022-03-30 09:00:00",60,2.21,4.79,7.15,13.31,54.31,1.0,25.08,20.03,975.3,558.08,0.63,531503.07,47.42,102.84,75.64
"2022-03-30 09:00:00",74,1.38,2.95,3.96,7.03,246.58,2.19,20.54,27.11,974.51,2411.53,17.32,113564.01,45.26,98.71,75.39
"2022-03-30 09:00:00",76,1.0,2.48,3.02,4.91,251.2,1.73,27.78,16.49,974.48,1724.33,5.45,138308.94,46.06,110.83,92.57
"2022-03-30 10:00:00",58,1.16,3.21,4.45,7.97,25.49,2.59,26.5,22.27,974.88,504.62,0.52,219223.64,53.22,107.02,84.1
"2022-03-30 10:00:00",60,2.15,4.71,6.31,11.61,36.95,1.0,25.03,24.06,975.19,523.36,0.55,476183.99,46.95,101.5,75.51
"2022-03-30 10:00:00",74,1.85,3.18,3.76,6.46,195.32,3.0,20.35,33.09,974.38,2309.06,11.45,101035.3,45.02,97.42,75.52
"2022-03-30 10:00:00",76,1.3,2.67,3.11,4.83,192.95,3.0,28.68,19.2,974.34,1692.76,4.55,123088.71,45.6,110.36,92.66
"2022-03-30 11:00:00",58,2.27,5.99,10.32,23.94,42.16,2.75,26.37,26.28,974.96,577.22,0.69,190199.31,53.54,108.71,84.3
"2022-03-30 11:00:00",60,3.55,7.99,12.7,28.46,81.01,1.0,25.02,28.46,975.26,609.42,0.76,403573.33,47.33,99.7,76.18
"2022-03-30 11:00:00",74,2.59,5.3,7.99,17.93,254.8,2.48,20.35,38.98,974.45,2549.87,18.66,83627.29,45.56,99.31,75.86
"2022-03-30 11:00:00",76,1.84,4.2,6.16,12.45,215.99,2.5,28.42,22.87,974.4,1799.54,5.81,103827.64,46.39,110.83,93.71
"2022-03-30 12:00:00",58,1.48,3.67,5.38,9.91,42.79,2.78,26.48,27.88,973.8,571.95,0.67,164648.2,53.2,110.61,84.03
"2022-03-30 12:00:00",60,3.33,6.57,8.75,15.43,161.53,1.0,25.19,30.2,974.14,889.14,1.33,354535.42,47.44,100.24,76.38
"2022-03-30 12:00:00",74,2.03,3.67,4.58,7.82,239.4,2.83,20.45,41.19,973.36,2728.33,21.37,78235.67,46.75,101.27,78.16
"2022-03-30 12:00:00",76,1.47,3.02,3.57,5.94,230.84,2.85,27.98,24.81,973.31,1920.87,6.35,99546.76,46.96,110.7,93.84
"2022-03-30 13:00:00",58,1.06,2.67,3.29,5.26,74.34,2.79,26.46,29.95,972.57,713.26,1.0,146399.77,53.09,109.53,83.88
"2022-03-30 13:00:00",60,2.56,4.62,5.37,8.4,239.74,1.0,25.32,32.24,972.9,1231.61,2.21,311566.54,49.46,103.4,76.17
"2022-03-30 13:00:00",74,1.95,3.13,3.49,5.17,267.07,2.27,20.58,43.88,972.1,2712.06,23.9,73018.98,46.46,102.33,77.98
"2022-03-30 13:00:00",76,1.17,2.39,2.66,3.76,213.6,2.59,28.19,26.3,972.06,1690.16,4.71,96244.75,46.97,110.13,93.75
"2022-03-30 14:00:00",58,0.97,1.98,2.11,2.75,27.1,2.47,27.01,30.88,970.53,504.15,0.51,140705.72,52.78,109.46,84.0
"2022-03-30 14:00:00",60,3.29,5.17,5.45,6.47,245.93,1.0,25.37,34.22,970.87,1423.75,2.95,283641.77,47.29,102.36,79.3
"2022-03-30 14:00:00",74,1.43,2.55,2.68,3.32,245.22,2.63,20.74,45.95,970.07,2961.19,30.28,67811.39,45.36,105.59,81.54
"2022-03-30 14:00:00",76,0.95,1.98,2.02,2.31,238.68,2.8,29.15,26.57,970.05,1958.88,6.67,89485.4,46.48,110.82,95.87
"2022-03-30 15:00:00",58,0.75,1.72,1.75,1.87,33.59,2.76,27.18,32.27,969.5,527.3,0.56,141262.55,53.02,104.26,84.21
"2022-03-30 15:00:00",60,3.52,5.37,5.62,5.99,239.73,1.0,25.53,35.86,969.84,1421.35,2.94,269553.69,47.07,106.06,79.24
"2022-03-30 15:00:00",74,1.21,2.23,2.25,2.51,265.05,2.32,20.74,48.49,969.0,2762.52,25.93,66391.53,44.68,99.35,80.58
"2022-03-30 15:00:00",76,0.96,1.96,1.96,2.05,206.06,2.63,28.86,28.41,968.96,1623.51,4.22,89540.14,46.62,110.83,95.68
"2022-03-30 16:00:00",58,0.13,1.12,1.12,1.16,24.31,2.43,27.21,33.58,968.49,496.73,0.5,142942.03,53.06,106.39,84.34
"2022-03-30 16:00:00",60,2.45,3.94,4.01,4.25,233.72,1.0,25.64,37.27,968.84,1387.93,2.8,259817.68,46.96,106.63,79.24
"2022-03-30 16:00:00",74,0.62,1.55,1.57,1.61,232.18,3.0,20.7,50.66,968.06,2725.47,21.37,66248.89,43.49,99.91,80.36
"2022-03-30 16:00:00",76,0.2,1.2,1.22,1.22,214.24,2.97,29.23,28.94,968.0,1463.95,3.2,92482.51,46.05,110.73,95.82
"2022-03-30 17:00:00",58,0.0,0.97,0.97,0.97,48.41,2.82,27.15,34.05,968.31,594.37,0.73,143757.62,52.81,101.71,84.12
"2022-03-30 17:00:00",60,0.07,1.0,1.0,1.02,224.44,1.0,25.52,37.97,968.66,1294.76,2.44,259962.82,46.79,101.34,79.34
"2022-03-30 17:00:00",74,0.03,1.0,1.0,1.02,253.56,2.34,20.62,51.32,967.88,2476.01,16.49,67965.22,42.53,99.59,79.44
"2022-03-30 17:00:00",76,0.0,1.0,1.0,1.0,177.24,2.68,29.07,29.3,967.82,1173.8,2.06,95799.58,45.33,110.83,95.11
"2022-03-30 18:00:00",58,0.0,0.98,1.01,1.28,20.5,1.93,27.04,34.76,969.36,482.5,0.47,152704.89,52.85,105.77,84.09
"2022-03-30 18:00:00",60,0.03,1.04,1.08,1.49,202.83,1.0,25.35,38.83,969.7,1167.3,2.06,261825.42,46.74,98.43,79.29
"2022-03-30 18:00:00",74,0.0,1.08,1.09,1.4,218.98,3.0,20.59,52.02,968.84,2332.15,12.36,70844.27,43.05,99.8,80.59
"2022-03-30 18:00:00",76,0.0,0.98,0.98,1.24,177.93,1.0,29.04,29.72,968.81,961.53,1.56,101544.47,45.79,110.79,96.39
"2022-03-30 19:00:00",58,0.0,1.03,1.07,1.78,79.34,2.92,29.11,30.35,968.27,994.79,1.69,151371.72,52.56,98.57,83.86
"2022-03-30 19:00:00",60,0.67,1.95,2.43,4.97,162.23,1.0,26.03,36.47,968.61,926.49,1.39,277969.28,49.33,100.22,83.23
"2022-03-30 19:00:00",74,0.43,1.5,1.55,2.12,242.44,2.3,22.2,45.77,967.83,2204.21,10.86,73509.03,43.41,99.17,84.51
"2022-03-30 19:00:00",76,0.02,1.06,1.08,1.42,220.53,1.81,37.3,18.87,967.8,1394.79,3.19,93134.96,47.14,110.83,100.45
"2022-03-30 20:00:00",58,0.4,1.75,2.11,3.3,27.3,2.57,29.81,27.9,967.46,503.49,0.51,137343.31,52.75,106.9,84.14
"2022-03-30 20:00:00",60,0.98,2.49,3.16,5.64,174.65,1.0,26.65,33.64,967.79,958.9,1.46,284218.13,49.81,102.44,84.22
"2022-03-30 20:00:00",74,0.88,1.92,2.15,3.37,245.58,2.9,22.25,43.56,967.02,2448.87,13.91,73675.72,43.99,99.7,86.57
"2022-03-30 20:00:00",76,0.56,1.69,1.83,2.65,245.45,2.87,37.97,17.1,966.95,1633.44,4.05,94307.87,47.71,110.83,101.81
"2022-03-30 21:00:00",58,0.61,2.04,2.39,3.97,34.05,3.0,29.89,26.93,965.67,526.78,0.55,140199.0,52.84,106.63,84.24
"2022-03-30 21:00:00",60,1.0,2.59,3.16,5.13,157.37,1.0,26.84,32.26,966.02,852.07,1.24,295735.6,49.51,109.53,83.37
"2022-03-30 21:00:00",74,1.02,2.24,2.7,4.11,257.41,2.51,22.04,42.92,965.22,2296.43,12.26,75883.4,43.14,99.97,85.46
"2022-03-30 21:00:00",76,0.92,2.0,2.17,3.38,226.69,2.85,37.88,16.66,965.19,1493.06,3.41,97025.27,47.31,110.83,101.12
"2022-03-30 22:00:00",58,0.84,2.03,2.34,3.49,24.18,2.56,30.02,26.11,964.34,493.68,0.49,142874.12,52.58,107.83,84.04
"2022-03-30 22:00:00",60,1.02,2.42,2.99,4.39,145.34,1.0,26.78,31.65,964.69,777.61,1.11,304056.7,50.38,107.44,84.93
"2022-03-30 22:00:00",74,1.05,2.43,2.71,3.72,243.23,3.0,22.18,41.65,963.88,2321.02,11.47,78520.28,44.28,99.57,86.72
"2022-03-30 22:00:00",76,0.92,1.97,2.11,3.04,241.03,2.83,37.99,16.19,963.82,1500.36,3.34,100638.37,48.08,110.83,102.22
"2022-03-30 23:00:00",58,0.83,1.98,2.16,2.93,28.41,2.9,30.13,25.56,963.25,510.04,0.52,144962.05,52.91,106.84,84.24
"2022-03-30 23:00:00",60,1.04,2.35,2.67,3.81,135.88,1.0,26.99,30.73,963.59,733.9,1.04,310729.57,50.67,100.69,85.52
"2022-03-30 23:00:00",74,1.33,2.61,2.84,3.58,255.89,2.54,22.14,41.19,962.84,2219.72,10.83,79257.12,44.62,100.21,88.0
"2022-03-30 23:00:00",76,0.97,1.98,2.12,2.87,220.81,2.85,38.21,15.77,962.76,1361.86,2.77,102820.08,48.53,110.83,103.12
"2022-03-31 00:00:00",58,0.91,2.0,2.19,2.74,21.78,2.29,30.06,25.23,963.27,486.61,0.48,148025.17,52.69,106.9,84.08
"2022-03-31 00:00:00",60,1.0,2.17,2.36,2.87,122.82,1.0,26.92,30.32,963.58,680.16,0.95,318325.7,50.8,101.49,85.61
"2022-03-31 00:00:00",74,1.28,2.53,2.64,3.31,241.59,3.0,22.0,40.85,962.88,2252.43,10.35,81477.0,44.64,99.76,88.38
"2022-03-31 00:00:00",76,0.97,1.97,2.01,2.42,238.58,0.97,38.17,15.56,962.78,1347.65,2.65,106146.86,49.09,110.83,103.7
"2022-03-31 01:00:00",58,0.65,1.85,1.9,2.24,27.4,2.87,30.12,24.7,963.2,507.24,0.51,151890.19,52.73,109.65,84.13
"2022-03-31 01:00:00",60,1.0,2.05,2.14,2.54,107.22,1.0,26.87,29.89,963.54,643.48,0.86,326900.42,51.15,101.42,84.63
"2022-03-31 01:00:00",74,1.02,2.09,2.21,2.67,247.85,2.51,21.88,40.07,962.83,2079.66,8.7,84168.91,43.9,99.67,87.25
"2022-03-31 01:00:00",76,0.73,1.76,1.79,1.92,215.14,0.95,38.29,15.13,962.73,1207.45,2.17,109388.8,48.65,110.83,103.18
"2022-03-31 02:00:00",58,0.29,1.42,1.45,1.66,22.92,2.39,30.21,23.96,962.89,490.11,0.49,155825.23,53.1,106.32,84.47
"2022-03-31 02:00:00",60,0.88,1.91,1.97,2.25,86.47,1.0,27.01,28.95,963.2,607.29,0.75,338799.85,54.45,100.92,84.65
"2022-03-31 02:00:00",74,0.89,1.89,1.94,2.13,241.89,3.0,21.67,39.55,962.5,2122.27,8.49,86951.37,43.45,99.73,87.25
"2022-03-31 02:00:00",76,0.27,1.32,1.32,1.4,238.07,0.97,38.34,14.73,962.41,1203.56,2.13,113230.01,48.88,110.83,103.92
"2022-03-31 03:00:00",58,0.02,1.05,1.07,1.18,27.77,2.63,30.24,23.29,962.89,509.08,0.52,162122.2,52.72,107.71,84.05
"2022-03-31 03:00:00",60,0.32,1.29,1.33,1.6,61.78,1.0,26.99,28.22,963.21,564.21,0.64,353136.66,49.98,101.29,84.68
