"hour_buckets","placement_id","average_median_ppm1","average_median_2_5","average_median_4","average_median_10","average_iaq_score","average_iaq_accuracy","average_temperature","average_humidity","average_baro_pressure","average_eco2","average_bvoce","average_gas","average_noise_level","max_noise_level","average_maximum_noise_level"
"2022-04-14 13:00:00",76,"0.00","1.00","1.00","1.09","13.99","2.04","28.93","11.61","985.74","458.04","0.44","458860.63","47.86","110.78","96.44"
"2022-04-14 14:00:00",58,"0.00","0.38","0.38","0.38","24.80","2.56","27.09","13.59","986.11","515.99","0.54","465888.25","52.74","110.31","83.96"
"2022-04-14 14:00:00",60,"1.27","2.35","2.36","2.61","32.15","2.93","26.43","14.51","986.39","517.31","0.53","800576.89","48.31","102.90","78.19"
"2022-04-14 14:00:00",74,"0.02","0.94","0.94","1.03","43.88","2.80","21.17","19.93","985.69","639.08","0.89","290610.22","45.05","103.54","80.74"
"2022-04-14 14:00:00",76,"0.00","0.80","0.80","0.86","38.28","2.98","29.02","11.13","985.61","615.46","0.76","478096.76","47.39","110.83","96.30"
"2022-04-14 15:00:00",58,"0.00","0.30","0.30","0.30","16.75","2.28","27.15","12.95","986.22","470.56","0.46","533015.59","52.90","105.55","84.11"
"2022-04-14 15:00:00",60,"0.96","2.02","2.07","2.15","30.38","2.52","26.47","13.80","986.51","513.87","0.53","856349.80","48.77","105.54","78.67"
"2022-04-14 15:00:00",74,"0.00","0.77","0.77","0.83","26.77","2.44","21.05","19.14","985.81","509.67","0.52","329668.55","43.71","98.80","78.70"
"2022-04-14 15:00:00",76,"0.00","0.47","0.47","0.49","11.44","2.10","29.04","10.57","985.73","448.01","0.42","547052.74","46.36","110.77","95.51"
"2022-04-14 16:00:00",58,"0.00","0.22","0.22","0.22","27.08","2.46","27.03","12.29","986.43","543.02","0.61","599635.89","52.85","108.77","84.07"
"2022-04-14 16:00:00",60,"0.60","1.49","1.49","1.56","38.78","2.85","26.31","13.22","986.70","540.03","0.58","921295.66","47.46","104.78","78.91"
"2022-04-14 16:00:00",74,"0.00","0.80","0.80","0.81","21.86","2.44","20.96","18.14","986.01","493.24","0.50","372292.17","43.94","99.52","78.41"
"2022-04-14 16:00:00",76,"0.01","0.59","0.59","0.59","35.96","2.93","29.16","9.92","985.93","603.58","0.75","611150.66","46.28","110.81","94.74"
"2022-04-14 17:00:00",58,"0.00","0.04","0.04","0.04","44.56","2.53","27.18","11.78","986.66","1017.18","2.45","531035.68","52.94","105.99","84.14"
"2022-04-14 17:00:00",60,"0.00","0.06","0.06","0.06","91.12","3.00","26.21","12.67","986.94","805.00","1.20","889861.97","45.26","107.27","77.83"
"2022-04-14 17:00:00",74,"0.00","0.18","0.18","0.18","78.33","2.90","20.79","17.64","986.25","1089.24","2.56","334042.68","43.06","99.53","78.68"
"2022-04-14 17:00:00",76,"0.00","0.02","0.02","0.02","22.78","2.35","28.95","9.61","986.17","525.41","0.59","542500.05","46.00","110.82","95.00"
"2022-04-14 18:00:00",58,"0.00","0.00","0.00","0.00","61.17","2.54","27.21","11.26","987.20","1199.12","2.95","536211.29","52.75","102.79","83.95"
"2022-04-14 18:00:00",60,"0.00","0.02","0.02","0.02","136.99","2.95","26.25","12.07","987.51","1041.27","1.79","864701.13","45.96","99.63","75.51"
"2022-04-14 18:00:00",74,"0.00","0.02","0.02","0.02","22.59","1.98","20.45","17.27","986.72","489.98","0.49","340898.61","42.64","98.56","78.08"
"2022-04-14 18:00:00",76,"0.00","0.00","0.00","0.00","30.02","2.40","28.99","9.18","986.69","533.57","0.58","582355.78","46.05","110.82","94.91"
"2022-04-14 19:00:00",58,"0.00","0.00","0.00","0.00","47.88","2.58","29.25","10.62","987.72","985.67","2.16","527660.48","52.63","106.44","83.89"
"2022-04-14 19:00:00",60,"0.00","0.05","0.05","0.05","98.21","2.87","26.69","12.17","988.00","867.29","1.36","921297.72","48.02","99.51","77.13"
"2022-04-14 19:00:00",74,"0.00","0.17","0.17","0.17","111.63","2.95","21.25","17.13","987.24","1729.99","6.65","334561.12","42.94","98.72","79.85"
"2022-04-14 19:00:00",76,"0.00","0.36","0.36","0.36","42.15","2.44","37.80","6.09","987.20","829.22","2.88","442821.56","47.46","110.82","98.27"
"2022-04-14 20:00:00",58,"0.00","0.09","0.09","0.09","108.36","2.64","29.95","11.08","988.72","2004.82","9.50","328723.39","52.85","109.82","84.27"
"2022-04-14 20:00:00",60,"0.00","0.22","0.22","0.22","212.71","3.00","26.94","13.15","989.02","1593.11","3.83","723278.05","47.74","98.93","81.72"
"2022-04-14 20:00:00",74,"0.02","0.85","0.85","0.87","45.23","2.63","21.95","17.76","988.32","575.36","0.86","248781.65","42.61","99.06","82.19"
"2022-04-14 20:00:00",76,"0.00","0.57","0.57","0.57","79.02","3.00","38.40","6.35","988.27","828.08","1.20","312406.54","47.11","110.81","100.13"
"2022-04-14 21:00:00",58,"0.00","0.43","0.43","0.45","25.29","2.85","29.93","11.64","989.02","501.47","0.51","305100.27","52.60","104.21","84.10"
"2022-04-14 21:00:00",60,"0.03","0.65","0.65","0.69","230.44","3.00","27.31","13.50","989.32","1660.02","4.21","681735.20","48.00","100.19","82.88"
"2022-04-14 21:00:00",74,"0.01","1.01","1.01","1.03","45.04","2.85","21.91","18.45","988.61","550.73","0.61","243053.03","43.15","99.66","83.05"
"2022-04-14 21:00:00",76,"0.00","0.92","0.92","0.92","35.99","2.22","38.57","6.49","988.55","570.81","0.66","314734.61","48.07","110.83","101.00"
"2022-04-14 22:00:00",58,"0.02","0.67","0.67","0.69","27.08","2.66","29.95","11.94","988.99","508.99","0.52","296386.56","52.73","108.81","84.08"
"2022-04-14 22:00:00",60,"0.00","0.94","0.94","1.00","233.39","3.00","27.36","13.82","989.31","1619.43","3.96","665434.65","48.37","108.31","83.72"
"2022-04-14 22:00:00",74,"0.01","1.01","1.01","1.17","27.07","2.49","21.74","18.57","988.58","501.83","0.51","253327.12","44.70","104.04","83.45"
"2022-04-14 22:00:00",76,"0.00","1.00","1.00","1.00","37.59","3.00","38.82","6.43","988.55","551.89","0.61","326862.36","48.09","110.81","100.28"
"2022-04-14 23:00:00",58,"0.00","0.93","0.94","1.02","24.95","2.78","30.00","12.04","989.12","500.24","0.50","293061.52","52.69","106.78","84.17"
"2022-04-14 23:00:00",60,"0.03","0.98","0.98","1.14","237.58","3.00","27.42","13.98","989.43","1588.63","3.78","654286.37","48.12","99.72","82.89"
"2022-04-14 23:00:00",74,"0.14","1.12","1.14","1.66","52.37","3.00","22.07","18.36","988.74","574.71","0.67","245214.01","44.68","100.78","84.06"
"2022-04-14 23:00:00",76,"0.00","1.00","1.00","1.20","29.38","2.54","38.92","6.39","988.67","517.32","0.55","321764.00","48.31","110.83","101.42"
"2022-04-15 00:00:00",58,"0.00","0.99","0.99","1.17","24.92","2.64","30.00","11.95","989.02","499.84","0.50","295319.59","52.57","105.49","83.94"
"2022-04-15 00:00:00",60,"0.00","1.00","1.02","1.18","241.76","3.00","27.42","14.00","989.34","1562.61","3.64","650659.81","47.84","98.72","82.15"
"2022-04-15 00:00:00",74,"0.00","1.00","1.02","1.22","32.50","2.63","22.54","18.28","988.64","514.40","0.54","233496.19","44.28","100.18","84.04"
"2022-04-15 00:00:00",76,"0.00","1.00","1.02","1.09","32.57","2.92","38.87","6.48","988.58","529.74","0.56","320821.96","48.32","110.83","101.68"
"2022-04-15 01:00:00",58,"0.02","0.89","0.89","0.99","22.15","2.42","29.88","12.15","989.28","488.65","0.48","296570.94","52.75","106.91","84.23"
"2022-04-15 01:00:00",60,"0.02","0.98","0.98","1.07","238.48","3.00","27.27","14.16","989.61","1492.08","3.27","651586.60","48.22","107.85","83.38"
"2022-04-15 01:00:00",74,"0.00","1.00","1.00","1.18","28.61","2.63","22.01","19.10","988.91","508.78","0.52","236886.18","44.17","98.55","84.90"
"2022-04-15 01:00:00",76,"0.00","0.98","0.98","1.02","20.94","2.30","38.73","6.66","988.83","484.03","0.48","326528.86","48.76","110.83","102.89"
"2022-04-15 02:00:00",58,"0.00","0.90","0.90","0.96","23.42","2.41","29.76","12.27","989.04","493.91","0.49","299436.51","52.64","109.60","84.08"
"2022-04-15 02:00:00",60,"0.00","0.98","0.98","1.19","233.51","3.00","27.26","14.17","989.36","1412.90","2.90","654987.45","48.13","100.22","83.53"
"2022-04-15 02:00:00",74,"0.00","1.00","1.00","1.11","26.33","2.49","21.96","19.23","988.65","498.73","0.50","237266.47","44.63","99.70","86.64"
"2022-04-15 02:00:00",76,"0.00","0.93","0.93","0.97","29.15","2.80","38.65","6.72","988.59","517.81","0.54","330436.23","49.06","110.83","103.78"
"2022-04-15 03:00:00",58,"0.00","0.88","0.89","0.98","21.65","2.32","29.78","12.09","988.85","486.09","0.48","309989.77","52.69","102.67","84.13"
"2022-04-15 03:00:00",60,"0.01","0.92","0.92","1.13","229.69","2.66","27.18","14.12","989.16","1343.38","2.61","661465.43","51.87","100.36","84.35"
"2022-04-15 03:00:00",74,"0.00","0.97","0.97","1.07","31.77","2.98","21.94","19.27","988.48","517.03","0.53","238215.23","44.04","99.65","86.31"
"2022-04-15 03:00:00",76,"0.00","0.83","0.83","0.88","21.38","2.46","38.59","6.66","988.42","486.57","0.48","337576.59","49.23","110.83","104.36"
"2022-04-15 04:00:00",58,"0.00","0.81","0.81","0.96","24.06","2.48","29.70","12.05","989.18","496.59","0.50","317354.12","52.82","110.15","84.19"
"2022-04-15 04:00:00",60,"0.00","0.88","0.88","1.01","225.77","1.00","27.24","14.03","989.50","1276.41","2.36","665807.69","49.36","105.11","85.06"
"2022-04-15 04:00:00",74,"0.00","0.97","0.97","1.15","26.18","2.54","21.79","19.31","988.79","499.11","0.50","240490.63","43.77","99.53","86.23"
"2022-04-15 04:00:00",76,"0.00","0.74","0.74","0.76","30.72","2.95","38.53","6.73","988.72","525.05","0.55","336657.85","48.83","110.83","103.81"
"2022-04-15 05:00:00",58,"0.00","0.54","0.55","0.55","33.36","2.73","29.86","12.35","989.60","542.05","0.61","299545.61","52.42","101.58","83.88"
"2022-04-15 05:00:00",60,"0.00","0.81","0.82","0.90","230.94","1.00","27.29","14.26","989.98","1259.21","2.30","653893.24","48.66","100.94","84.16"
"2022-04-15 05:00:00",74,"0.00","0.93","0.93","1.06","58.37","3.00","22.04","19.27","989.21","586.24","0.70","230988.52","43.45","99.82","84.38"
"2022-04-15 05:00:00",76,"0.00","0.62","0.62","0.65","22.09","2.34","37.42","7.32","989.14","489.27","0.49","322834.82","48.63","110.83","102.77"
"2022-04-15 06:00:00",58,"0.00","0.18","0.18","0.19","27.37","2.30","28.45","12.09","988.99","512.58","0.53","353651.02","52.62","106.10","84.04"
"2022-04-15 06:00:00",60,"0.00","0.39","0.39","0.42","214.02","1.00","26.49","13.76","989.30","1151.45","1.99","703987.52","46.21","99.06","79.42"
"2022-04-15 06:00:00",74,"0.00","0.53","0.53","0.67","25.88","2.20","21.70","17.87","988.58","497.91","0.50","265830.68","42.07","99.48","79.73"
"2022-04-15 06:00:00",76,"0.00","0.31","0.31","0.34","25.74","2.33","32.29","8.48","988.53","505.05","0.51","431247.80","46.58","110.82","96.93"
"2022-04-15 07:00:00",58,"0.00","0.03","0.03","0.03","33.38","2.62","27.24","11.56","988.47","563.94","0.66","372354.65","53.11","103.31","84.36"
"2022-04-15 07:00:00",60,"0.00","0.13","0.13","0.13","231.52","1.00","26.32","12.38","988.80","1222.85","2.21","750215.26","45.81","99.90","78.64"
"2022-04-15 07:00:00",74,"0.00","0.10","0.10","0.10","79.78","3.00","21.06","16.89","988.07","721.51","1.00","273808.49","42.57","100.01","79.07"
"2022-04-15 07:00:00",76,"0.00","0.08","0.08","0.08","29.12","2.42","29.77","8.79","988.03","547.36","0.64","444862.97","46.33","110.77","96.18"
"2022-04-15 08:00:00",58,"0.00","0.02","0.02","0.02","70.85","2.85","27.12","11.45","989.21","860.25","1.26","342605.06","52.96","107.76","84.22"
"2022-04-15 08:00:00",60,"0.00","0.17","0.17","0.18","237.34","1.00","26.24","12.17","989.49","1345.93","2.63","737616.50","46.04","99.94","78.84"
"2022-04-15 08:00:00",74,"0.00","0.35","0.35","0.37","52.44","1.45","21.17","16.60","988.77","629.97","0.78","261218.94","42.11","98.63","78.68"
"2022-04-15 08:00:00",76,"0.00","0.20","0.20","0.23","53.02","3.00","29.58","8.80","988.73","654.21","0.89","410005.51","46.08","110.81","95.69"
"2022-04-15 09:00:00",58,"0.00","0.04","0.04","0.04","21.32","2.17","27.21","11.35","989.33","485.54","0.48","353838.37","52.81","100.48","84.14"
"2022-04-15 09:00:00",60,"0.00","0.07","0.07","0.07","225.43","1.00","26.34","12.07","989.63","1243.39","2.25","747476.05","45.77","96.22","78.49"
"2022-04-15 09:00:00",74,"0.00","0.27","0.27","0.29","27.98","1.82","21.34","16.36","988.90","506.68","0.51","271018.81","43.03","100.28","79.23"
"2022-04-15 09:00:00",76,"0.00","0.17","0.17","0.17","23.70","2.21","29.55","8.75","988.85","503.66","0.53","431938.20","46.18","110.83","95.87"
"2022-04-15 10:00:00",58,"0.00","0.03","0.03","0.03","28.98","2.30","27.33","10.97","989.79","522.97","0.56","409624.78","52.67","104.04","83.94"
"2022-04-15 10:00:00",60,"0.00","0.29","0.29","0.30","198.46","1.00","26.42","11.69","990.08","1076.26","1.78","784251.26","46.76","103.37","79.42"
"2022-04-15 10:00:00",74,"0.00","0.20","0.20","0.24","32.70","2.26","21.09","16.24","989.32","517.10","0.55","292747.60","42.84","99.40","79.19"
"2022-04-15 10:00:00",76,"0.00","0.18","0.18","0.20","31.01","2.45","29.71","8.46","989.26","539.80","0.59","491514.44","46.52","110.82","96.49"
"2022-04-15 11:00:00",58,"0.00","0.02","0.02","0.02","13.59","2.00","27.44","10.58","989.73","454.00","0.43","567445.46","52.78","110.72","84.12"
"2022-04-15 11:00:00",60,"0.00","0.04","0.04","0.04","66.87","1.00","26.46","11.31","990.03","582.06","0.69","907546.43","46.02","100.42","78.83"
"2022-04-15 11:00:00",74,"0.00","0.15","0.16","0.22","36.99","2.48","21.10","15.76","989.28","600.57","0.79","368448.27","42.98","105.74","80.16"
"2022-04-15 11:00:00",76,"0.00","0.05","0.05","0.05","10.64","1.88","29.89","8.10","989.21","440.73","0.41","635269.39","46.99","110.77","97.14"
"2022-04-15 12:00:00",58,"0.00","0.03","0.03","0.03","28.37","2.54","27.24","10.18","989.34","540.48","0.59","753931.48","52.79","106.35","84.07"
"2022-04-15 12:00:00",60,"0.00","0.07","0.07","0.07","29.58","2.46","26.25","10.90","989.63","512.09","0.52","1070231.06","47.32","107.59","82.94"
"2022-04-15 12:00:00",74,"0.00","0.20","0.20","0.20","23.06","2.25","21.24","15.02","988.91","502.97","0.52","403137.42","45.83","109.52","84.88"
"2022-04-15 12:00:00",76,"0.00","0.04","0.04","0.04","46.82","2.87","31.00","7.29","988.87","856.00","1.44","695420.16","47.89","110.83","97.32"
"2022-04-15 13:00:00",58,"0.00","0.03","0.03","0.03","11.04","2.12","27.02","10.12","988.71","472.57","0.49","844762.15","52.76","110.10","84.08"
"2022-04-15 13:00:00",60,"0.00","0.10","0.10","0.10","37.09","2.62","26.00","10.80","989.01","537.99","0.59","1140699.11","45.91","97.61","79.05"
"2022-04-15 13:00:00",74,"0.00","0.39","0.39","0.39","42.29","2.72","20.99","14.82","988.28","717.10","1.00","497051.87","43.97","99.80","79.65"
"2022-04-15 13:00:00",76,"0.00","0.08","0.08","0.08","10.99","1.97","31.58","6.86","988.24","447.85","0.42","852977.69","47.05","110.81","97.65"
"2022-04-15 14:00:00",58,"0.00","0.26","0.26","0.26","103.06","2.95","26.88","10.35","988.79","2371.96","20.58","548533.01","52.92","105.93","84.22"
"2022-04-15 14:00:00",60,"0.00","0.49","0.49","0.50","170.47","3.00","25.95","10.96","989.07","1384.15","3.17","940706.22","45.78","96.79","79.06"
"2022-04-15 14:00:00",74,"0.02","0.75","0.75","0.77","60.15","2.42","20.80","15.24","988.35","1093.95","3.95","345409.34","43.25","98.63","79.97"
"2022-04-15 14:00:00",76,"0.00","0.31","0.31","0.31","89.71","2.95","32.04","6.85","988.33","1730.66","6.94","554035.57","46.48","110.83","97.81"
"2022-04-15 15:00:00",58,"0.02","0.68","0.68","0.68","6.57","1.98","26.83","10.97","989.60","424.70","0.38","722038.66","52.66","104.94","84.05"
"2022-04-15 15:00:00",60,"0.03","0.85","0.85","0.89","99.87","2.83","25.89","11.52","989.88","893.26","1.47","1015291.78","46.74","105.67","78.74"
"2022-04-15 15:00:00",74,"0.00","0.98","0.98","0.98","28.68","2.32","20.71","16.14","989.13","518.05","0.54","449399.64","43.06","99.86","79.80"
"2022-04-15 15:00:00",76,"0.02","0.94","0.94","0.94","20.89","2.15","31.61","7.51","989.08","586.83","0.73","768488.65","46.36","110.83","97.71"
"2022-04-15 16:00:00",58,"0.00","0.69","0.69","0.71","64.02","3.00","26.88","13.26","989.74","1425.86","6.52","624717.80","52.91","110.72","84.24"
"2022-04-15 16:00:00",60,"0.05","0.84","0.84","0.86","62.34","2.90","26.11","13.64","990.04","678.26","0.90","980344.28","48.45","101.04","79.03"
"2022-04-15 16:00:00",74,"0.04","1.02","1.02","1.04","37.67","2.48","20.42","20.16","989.26","642.47","0.83","372619.08","42.73","103.29","80.14"
"2022-04-15 16:00:00",76,"0.00","1.00","1.00","1.00","64.90","2.78","31.62","9.63","989.20","1506.80","8.63","599614.28","46.25","110.81","97.29"
"2022-04-15 17:00:00",58,"0.00","0.87","0.87","0.88","19.22","2.20","27.10","14.74","989.21","480.46","0.48","340055.19","52.71","107.85","84.02"
"2022-04-15 17:00:00",60,"0.07","0.98","0.98","0.99","196.81","3.00","26.03","15.59","989.48","1636.17","4.17","711019.24","45.85","100.34","78.92"
"2022-04-15 17:00:00",74,"0.30","1.24","1.26","1.29","129.84","3.00","20.39","22.54","988.78","1469.78","3.27","228112.06","42.41","100.82","79.92"
"2022-04-15 17:00:00",76,"0.04","1.04","1.04","1.06","75.76","2.29","31.03","11.09","988.71","1940.70","36.38","348180.17","46.57","110.75","97.05"
"2022-04-15 18:00:00",58,"0.03","0.70","0.70","0.70","37.80","2.90","27.29","14.95","988.63","575.10","0.68","332734.96","52.94","109.74","84.25"
"2022-04-15 18:00:00",60,"0.05","0.92","0.92","0.92","204.39","3.00","26.10","16.03","988.95","1640.60","4.11","684231.93","46.05","100.43","79.15"
"2022-04-15 18:00:00",74,"0.07","1.01","1.01","1.02","73.82","2.51","20.70","22.35","988.19","949.02","1.79","226314.08","42.52","99.16","79.99"
"2022-04-15 18:00:00",76,"0.00","0.85","0.85","0.85","53.39","2.95","30.26","11.59","988.16","726.19","1.01","348149.20","46.88","110.83","97.35"
"2022-04-15 19:00:00",58,"0.00","0.76","0.76","0.76","31.20","2.44","29.16","13.54","988.69","537.47","0.61","300803.29","52.81","108.20","84.19"
"2022-04-15 19:00:00",60,"0.04","0.76","0.76","0.76","222.41","2.98","26.54","15.64","988.99","1716.06","4.67","666688.11","47.94","99.59","82.93"
"2022-04-15 19:00:00",74,"0.44","1.41","1.41","1.43","58.66","3.00","21.80","21.01","988.27","595.02","0.72","222304.54","43.05","99.97","83.60"
"2022-04-15 19:00:00",76,"0.50","1.43","1.63","3.84","57.35","2.56","37.67","7.91","988.23","893.30","1.58","301760.86","48.02","110.83","101.29"
"2022-04-15 20:00:00",58,"0.05","1.07","1.07","1.10","49.90","3.00","29.49","13.18","989.22","618.64","0.78","288035.34","52.85","107.46","84.23"
"2022-04-15 20:00:00",60,"0.08","1.02","1.02","1.03","246.70","2.80","26.74","15.34","989.55","1871.38","5.80","641849.42","48.59","99.79","83.60"
"2022-04-15 20:00:00",74,"0.92","1.89","1.91","1.91","50.72","2.62","22.14","20.31","988.82","565.57","0.67","218917.26","43.36","99.50","84.62"
"2022-04-15 20:00:00",76,"0.87","1.87","2.28","4.52","36.28","2.90","38.47","7.33","988.77","546.15","0.60","298304.30","48.06","110.77","101.99"
"2022-04-15 21:00:00",58,"0.07","1.07","1.09","1.14","19.52","2.02","29.51","12.96","990.24","478.62","0.47","294314.50","52.60","110.62","83.94"
"2022-04-15 21:00:00",60,"0.12","1.03","1.05","1.08","245.93","2.92","26.90","15.10","990.51","1830.65","5.46","642034.93","48.39","99.19","83.72"
"2022-04-15 21:00:00",74,"0.77","1.76","1.76","1.78","29.05","2.55","22.09","19.96","989.76","510.04","0.52","228587.18","42.12","99.42","83.50"
"2022-04-15 21:00:00",76,"0.38","1.38","1.50","1.96","26.43","2.44","38.38","7.25","989.72","505.73","0.53","305625.72","47.64","110.82","101.57"
"2022-04-15 22:00:00",58,"0.03","1.05","1.05","1.09","28.59","2.85","29.59","12.67","991.02","516.64","0.53","310495.83","52.74","105.98","84.08"
"2022-04-15 22:00:00",60,"0.11","1.06","1.06","1.13","242.19","3.00","27.01","14.81","991.30","1748.97","4.82","650723.53","49.39","109.52","84.86"
"2022-04-15 22:00:00",74,"0.55","1.53","1.54","1.63","25.33","2.40","22.19","19.47","990.58","496.35","0.50","238481.61","43.46","99.72","83.50"
"2022-04-15 22:00:00",76,"0.03","1.03","1.05","1.27","32.84","2.92","38.31","7.19","990.55","533.34","0.57","314248.96","47.96","110.83","101.16"
"2022-04-15 23:00:00",58,"0.02","1.02","1.03","1.07","19.66","2.45","29.60","12.71","991.50","479.85","0.47","310141.11","52.47","104.63","83.88"
"2022-04-15 23:00:00",60,"0.22","1.17","1.18","1.31","239.54","3.00","27.07","14.72","991.80","1672.56","4.30","654564.84","49.09","104.20","84.28"
"2022-04-15 23:00:00",74,"0.41","1.39","1.39","1.47","32.28","2.85","22.30","19.31","991.06","520.25","0.54","240772.17","43.42","100.77","84.01"
"2022-04-15 23:00:00",76,"0.03","1.03","1.05","1.22","24.87","2.44","38.28","7.20","991.02","500.38","0.51","313366.18","47.62","110.81","101.38"
"2022-04-16 00:00:00",58,"0.00","1.00","1.00","1.05","27.78","2.92","29.50","12.64","992.08","512.87","0.53","313164.83","52.78","109.69","84.17"
"2022-04-16 00:00:00",60,"0.13","1.08","1.08","1.17","236.80","3.00","27.06","14.56","992.44","1596.75","3.83","661904.33","48.98","104.67","84.55"
"2022-04-16 00:00:00",74,"0.20","1.17","1.17","1.21","29.93","2.53","21.97","19.59","991.69","509.09","0.52","241086.63","43.17","99.52","84.77"
"2022-04-16 00:00:00",76,"0.04","1.03","1.03","1.28","27.85","2.80","38.24","7.21","991.63","511.83","0.52","316568.30","48.32","110.83","102.52"
"2022-04-16 01:00:00",58,"0.00","1.00","1.00","1.07","18.08","2.20","29.41","12.47","992.93","472.70","0.46","325345.11","52.91","109.25","84.28"
"2022-04-16 01:00:00",60,"0.07","1.05","1.05","1.15","229.87","3.00","27.04","14.41","993.24","1498.59","3.30","673919.33","49.03","99.64","84.62"
"2022-04-16 01:00:00",74,"0.20","1.15","1.15","1.22","28.98","2.82","21.79","19.53","992.47","512.08","0.52","250448.65","43.64","99.57","85.62"
"2022-04-16 01:00:00",76,"0.04","1.03","1.04","1.19","19.57","2.34","38.20","7.11","992.40","478.41","0.47","328041.08","48.25","110.83","102.69"
"2022-04-16 02:00:00",58,"0.02","1.00","1.00","1.04","26.36","2.78","29.40","12.35","992.91","506.82","0.51","333420.04","53.16","108.28","84.48"
"2022-04-16 02:00:00",60,"0.03","1.00","1.00","1.00","226.09","3.00","27.01","14.25","993.21","1424.19","2.95","683274.40","49.94","100.94","85.79"
"2022-04-16 02:00:00",74,"0.05","1.02","1.02","1.07","25.72","2.50","21.81","19.25","992.44","498.35","0.50","253876.30","43.82","99.63","87.19"
"2022-04-16 02:00:00",76,"0.00","1.02","1.03","1.20","27.49","2.92","38.17","7.05","992.36","511.24","0.52","332396.48","48.47","110.83","103.92"
"2022-04-16 03:00:00",58,"0.01","1.00","1.00","1.02","18.72","2.40","29.35","12.24","993.24","476.45","0.47","336271.44","52.98","107.25","84.40"
"2022-04-16 03:00:00",60,"0.00","1.00","1.00","1.00","221.43","3.00","26.85","14.20","993.54","1350.32","2.64","693551.42","50.20","101.11","86.17"
"2022-04-16 03:00:00",74,"0.03","1.02","1.02","1.03","35.44","2.98","21.69","19.22","992.82","532.35","0.57","254252.99","44.26","99.69","88.52"
"2022-04-16 03:00:00",76,"0.00","0.98","0.98","1.03","21.03","2.37","38.10","6.99","992.75","485.37","0.48","336019.12","48.98","110.83","104.69"
"2022-04-16 04:00:00",58,"0.02","1.00","1.00","1.03","27.30","2.91","29.32","12.16","993.79","511.44","0.52","338554.89","52.83","109.35","84.23"
"2022-04-16 04:00:00",60,"0.05","1.00","1.00","1.03","219.01","3.00","26.74","14.15","994.07","1291.76","2.42","700448.22","52.95","101.26","85.46"
"2022-04-16 04:00:00",74,"0.01","1.01","1.01","1.03","28.66","2.57","21.62","19.14","993.37","507.01","0.52","255796.91","44.27","99.69","87.82"
"2022-04-16 04:00:00",76,"0.05","1.04","1.06","1.55","28.12","2.80","38.12","6.92","993.32","514.08","0.53","340509.79","49.03","110.83","104.20"
"2022-04-16 05:00:00",58,"0.02","0.98","0.98","1.01","27.97","2.47","29.50","12.16","994.07","519.68","0.56","316270.03","52.67","108.58","84.03"
"2022-04-16 05:00:00",60,"0.00","1.00","1.00","1.00","231.86","1.70","26.83","14.16","994.37","1328.44","2.57","686836.39","49.91","100.83","85.77"
"2022-04-16 05:00:00",74,"0.02","1.00","1.00","1.02","74.29","3.00","21.44","19.50","993.65","667.18","0.90","237962.14","44.21","100.83","86.45"
"2022-04-16 05:00:00",76,"0.02","1.00","1.00","1.03","21.98","2.36","36.51","7.46","993.58","490.27","0.49","345315.44","48.64","110.83","103.86"
"2022-04-16 06:00:00",58,"0.02","0.98","0.98","1.00","44.41","3.00","29.75","12.14","994.57","589.61","0.70","301338.42","52.76","103.68","84.20"
"2022-04-16 06:00:00",60,"0.00","1.00","1.00","1.02","241.83","1.00","27.06","14.17","994.86","1403.88","2.86","663593.62","48.52","99.55","83.78"
"2022-04-16 06:00:00",74,"0.04","1.03","1.05","1.07","38.57","2.32","22.04","18.32","994.10","534.91","0.61","263059.54","43.35","99.81","84.44"
"2022-04-16 06:00:00",76,"0.00","1.00","1.00","1.03","33.20","2.82","37.70","6.75","994.08","547.09","0.61","387724.60","48.76","110.83","103.20"
"2022-04-16 07:00:00",58,"0.00","0.97","0.97","0.98","20.92","2.36","29.80","12.03","995.09","484.82","0.48","304716.38","52.62","101.18","84.06"
"2022-04-16 07:00:00",60,"0.03","1.00","1.00","1.02","230.74","1.00","27.07","14.08","995.41","1309.38","2.48","672381.72","48.37","100.61","83.68"
"2022-04-16 07:00:00",74,"0.01","1.00","1.00","1.04","29.41","2.80","21.92","18.07","994.62","516.19","0.53","286724.27","43.07","99.76","84.13"
"2022-04-16 07:00:00",76,"0.00","1.00","1.00","1.00","17.60","2.31","37.76","6.57","994.56","472.78","0.46","417723.98","48.14","110.83","102.70"
"2022-04-16 08:00:00",58,"0.00","1.00","1.00","1.03","27.22","2.98","29.90","11.95","994.89","509.35","0.52","306539.02","52.67","105.36","84.05"
"2022-04-16 08:00:00",60,"0.10","1.00","1.02","1.05","232.89","1.00","27.10","14.05","995.23","1274.99","2.35","671872.91","47.75","99.19","82.95"
"2022-04-16 08:00:00",74,"0.95","1.95","1.96","2.06","32.28","2.56","22.08","17.79","994.43","526.19","0.57","285315.50","42.75","99.70","83.50"
"2022-04-16 08:00:00",76,"0.80","1.78","1.78","1.81","35.65","2.88","37.97","6.46","994.41","563.44","0.64","413944.27","48.02","110.83","101.84"
"2022-04-16 09:00:00",58,"0.03","1.02","1.02","1.04","19.37","2.41","29.90","11.88","995.22","477.76","0.47","307618.22","52.88","107.38","84.23"
"2022-04-16 09:00:00",60,"0.24","1.18","1.18","1.23","237.92","1.00","27.30","13.85","995.53","1259.58","2.30","670207.21","47.76","100.00","82.91"
