2022-06-15 15:07:05,457 Key.space
2022-06-15 15:07:05,661 Key.space
2022-06-15 15:07:05,816 Key.space
2022-06-15 15:07:20,557 'j'
2022-06-15 15:07:20,605 'b'
2022-06-15 15:07:20,807 'c'
2022-06-15 15:07:21,008 'r'
2022-06-15 15:07:21,288 'c'
2022-06-15 15:07:38,677 Key.backspace
2022-06-15 15:07:38,863 Key.backspace
2022-06-15 15:07:39,075 Key.backspace
2022-06-15 15:07:39,282 Key.backspace
2022-06-15 15:07:39,602 Key.backspace
2022-06-15 15:07:39,929 Key.backspace
2022-06-15 15:07:43,593 Key.backspace
2022-06-15 15:07:43,801 Key.backspace
2022-06-15 15:07:43,966 Key.backspace
2022-06-15 15:07:44,130 Key.backspace
2022-06-15 15:07:44,303 Key.backspace
2022-06-15 15:07:44,477 Key.backspace
2022-06-15 15:07:44,650 Key.backspace
2022-06-15 15:07:44,829 Key.backspace
2022-06-15 15:07:44,995 Key.backspace
2022-06-15 15:07:45,162 Key.backspace
2022-06-15 15:07:45,375 Key.backspace
2022-06-15 15:07:45,591 Key.backspace
2022-06-15 15:07:45,781 Key.backspace
2022-06-15 15:07:45,969 Key.backspace
2022-06-15 15:07:46,183 Key.backspace
2022-06-15 15:07:46,452 Key.backspace
2022-06-15 15:07:48,485 'l'
2022-06-15 15:07:48,732 'i'
2022-06-15 15:07:48,993 's'
2022-06-15 15:07:49,271 't'
2022-06-15 15:07:49,413 'e'
2022-06-15 15:07:49,706 'n'
2022-06-15 15:07:49,832 'e'
2022-06-15 15:07:50,101 'r'
2022-06-15 15:07:50,761 Key.shift
2022-06-15 15:07:50,951 '.'
2022-06-15 15:07:51,273 's'
2022-06-15 15:07:51,746 't'
2022-06-15 15:07:52,013 'i'
2022-06-15 15:07:52,626 Key.backspace
2022-06-15 15:07:53,000 'o'
2022-06-15 15:07:53,350 'p'
2022-06-15 15:08:01,499 '('
2022-06-15 15:08:23,349 Key.ctrl_l
2022-06-15 15:08:23,583 '\x03'
2022-06-15 15:08:25,216 Key.ctrl_l
2022-06-15 15:08:25,549 '\x16'
2022-06-15 15:08:29,010 Key.backspace
2022-06-15 15:08:29,497 Key.backspace
2022-06-15 15:08:29,528 Key.backspace
2022-06-15 15:08:29,566 Key.backspace
2022-06-15 15:08:29,595 Key.backspace
2022-06-15 15:08:29,625 Key.backspace
2022-06-15 15:08:29,655 Key.backspace
2022-06-15 15:08:29,802 Key.backspace
2022-06-15 15:08:30,154 Key.ctrl_l
2022-06-15 15:08:30,583 '\x16'
2022-06-15 15:08:32,315 Key.backspace
2022-06-15 15:08:32,489 Key.backspace
2022-06-15 15:08:32,661 Key.backspace
2022-06-15 15:08:32,896 Key.backspace
2022-06-15 15:08:33,714 Key.backspace
2022-06-15 15:08:43,620 Key.backspace
2022-06-15 15:08:44,107 Key.backspace
2022-06-15 15:08:44,138 Key.backspace
2022-06-15 15:08:44,177 Key.backspace
2022-06-15 15:08:44,211 Key.backspace
2022-06-15 15:08:44,241 Key.backspace
2022-06-15 15:08:44,271 Key.backspace
2022-06-15 15:08:44,300 Key.backspace
2022-06-15 15:08:44,331 Key.backspace
2022-06-15 15:08:44,360 Key.backspace
2022-06-15 15:08:44,391 Key.backspace
2022-06-15 15:08:44,421 Key.backspace
2022-06-15 15:08:44,454 Key.backspace
2022-06-15 15:08:44,484 Key.backspace
2022-06-15 15:08:44,514 Key.backspace
2022-06-15 15:08:44,544 Key.backspace
2022-06-15 15:08:44,574 Key.backspace
2022-06-15 15:08:44,603 Key.backspace
2022-06-15 15:08:44,633 Key.backspace
2022-06-15 15:08:44,663 Key.backspace
2022-06-15 15:08:44,697 Key.backspace
2022-06-15 15:08:44,727 Key.backspace
2022-06-15 15:08:44,756 Key.backspace
2022-06-15 15:08:44,787 Key.backspace
2022-06-15 15:08:44,817 Key.backspace
2022-06-15 15:08:44,847 Key.backspace
2022-06-15 15:08:45,057 Key.backspace
2022-06-15 15:08:45,246 Key.backspace
2022-06-15 15:08:45,447 Key.backspace
2022-06-15 15:08:45,737 Key.backspace
2022-06-15 15:08:45,981 Key.backspace
2022-06-15 15:08:46,696 'r'
2022-06-15 15:08:47,488 'e'
2022-06-15 15:08:47,817 't'
2022-06-15 15:08:48,204 'u'
2022-06-15 15:08:48,368 'r'
2022-06-15 15:08:48,582 'n'
2022-06-15 15:08:48,784 Key.space
2022-06-15 15:08:49,233 Key.shift
2022-06-15 15:08:49,385 'F'
2022-06-15 15:08:49,817 'a'
2022-06-15 15:08:50,146 'l'
2022-06-15 15:08:50,256 's'
2022-06-15 15:08:50,521 'e'
2022-06-15 15:13:10,992 'l'
2022-06-15 15:13:11,209 'o'
2022-06-15 15:13:11,840 'g'
2022-06-15 15:13:11,975 'g'
2022-06-15 15:13:12,162 'i'
2022-06-15 15:13:12,472 'n'
2022-06-15 15:13:12,661 'g'
2022-06-15 15:15:50,437 Key.backspace
2022-06-15 15:16:56,490 Key.ctrl_l
2022-06-15 15:16:56,801 '\x03'
2022-06-15 15:17:01,342 Key.ctrl_l
2022-06-15 15:17:01,833 Key.ctrl_l
2022-06-15 15:17:01,863 Key.ctrl_l
