2022-06-15 11:59:52,482 | Key.enter
2022-06-15 11:59:56,776 | Key.up
2022-06-15 11:59:58,946 | Key.ctrl_l
2022-06-15 11:59:58,947 | Key.alt_gr
2022-06-15 11:59:59,071 | '#'
2022-06-15 12:00:00,626 | Key.shift
2022-06-15 12:00:00,854 | 'A'
2022-06-15 12:00:01,178 | 's'
2022-06-15 12:00:01,447 | 'k'
2022-06-15 12:00:01,635 | 'i'
2022-06-15 12:00:01,930 | 'n'
2022-06-15 12:00:02,197 | 'g'
2022-06-15 12:00:02,323 | Key.space
2022-06-15 12:00:03,412 | 'u'
2022-06-15 12:00:03,509 | 's'
2022-06-15 12:00:03,756 | 'e'
2022-06-15 12:00:03,991 | 'r'
2022-06-15 12:00:04,155 | Key.space
2022-06-15 12:00:04,596 | 't'
2022-06-15 12:00:04,780 | 'o'
2022-06-15 12:00:05,051 | Key.space
2022-06-15 12:00:05,308 | 's'
2022-06-15 12:00:05,538 | 'e'
2022-06-15 12:00:05,966 | 't'
2022-06-15 12:00:06,090 | Key.space
2022-06-15 12:00:06,489 | 't'
2022-06-15 12:00:06,709 | 'h'
2022-06-15 12:00:06,842 | 'e'
2022-06-15 12:00:07,020 | Key.space
2022-06-15 12:00:07,647 | 'r'
2022-06-15 12:00:07,773 | 'u'
2022-06-15 12:00:08,032 | 'n'
2022-06-15 12:00:08,233 | Key.space
2022-06-15 12:00:08,753 | 't'
2022-06-15 12:00:09,134 | 'i'
2022-06-15 12:00:09,489 | 'm'
2022-06-15 12:00:09,623 | 'r'
2022-06-15 12:00:10,512 | Key.backspace
2022-06-15 12:00:10,609 | 'e'
2022-06-15 12:00:15,694 | Key.enter
2022-06-15 12:00:16,483 | Key.up
2022-06-15 12:00:17,728 | Key.ctrl_l
2022-06-15 12:00:17,728 | Key.alt_gr
2022-06-15 12:00:17,877 | '#'
2022-06-15 12:00:18,913 | 's'
2022-06-15 12:00:19,167 | 'e'
2022-06-15 12:00:19,370 | 't'
2022-06-15 12:00:19,507 | 't'
2022-06-15 12:00:19,899 | 'i'
2022-06-15 12:00:20,171 | 'n'
2022-06-15 12:00:20,420 | 'g'
2022-06-15 12:00:20,558 | Key.space
2022-06-15 12:00:24,424 | 't'
2022-06-15 12:00:24,558 | 'h'
2022-06-15 12:00:26,154 | 'e'
2022-06-15 12:00:26,292 | Key.space
2022-06-15 12:00:27,116 | 'd'
2022-06-15 12:00:27,618 | 'a'
2022-06-15 12:00:27,773 | 'y'
2022-06-15 12:00:27,940 | 'e'
2022-06-15 12:00:28,419 | Key.space
2022-06-15 12:00:29,201 | Key.backspace
2022-06-15 12:00:29,357 | Key.backspace
2022-06-15 12:00:29,735 | Key.backspace
2022-06-15 12:00:30,385 | 't'
2022-06-15 12:00:30,542 | 'e'
2022-06-15 12:00:30,792 | Key.space
2022-06-15 12:00:31,914 | 'r'
2022-06-15 12:00:32,043 | 'n'
2022-06-15 12:00:38,400 | Key.enter
2022-06-15 12:00:38,787 | Key.up
2022-06-15 12:00:43,624 | Key.ctrl_l
2022-06-15 12:00:43,626 | Key.alt_gr
2022-06-15 12:00:43,779 | '#'
2022-06-15 12:00:45,115 | 'c'
2022-06-15 12:00:45,213 | 'a'
2022-06-15 12:00:45,730 | 'l'
2022-06-15 12:00:46,364 | 'c'
2022-06-15 12:00:46,496 | 'u'
2022-06-15 12:00:46,868 | 'l'
2022-06-15 12:00:47,025 | 'a'
2022-06-15 12:00:47,728 | 't'
2022-06-15 12:00:47,909 | 'i'
2022-06-15 12:00:49,694 | 'n'
2022-06-15 12:00:49,812 | 'g'
2022-06-15 12:00:49,927 | Key.space
2022-06-15 12:00:50,650 | 'u'
2022-06-15 12:00:50,874 | 'n'
2022-06-15 12:00:51,027 | 't'
2022-06-15 12:00:51,349 | 'i'
2022-06-15 12:00:51,574 | 'l'
2022-06-15 12:00:51,806 | Key.space
2022-06-15 12:00:52,493 | 'w'
2022-06-15 12:00:52,627 | 'h'
2022-06-15 12:00:52,824 | 'e'
2022-06-15 12:00:52,930 | 'n'
2022-06-15 12:00:53,139 | Key.space
2022-06-15 12:00:55,797 | 't'
2022-06-15 12:00:55,914 | 'h'
2022-06-15 12:00:56,076 | 'e'
2022-06-15 12:00:56,212 | Key.space
2022-06-15 12:00:56,670 | 'k'
2022-06-15 12:00:56,795 | 'e'
2022-06-15 12:00:57,069 | 'y'
2022-06-15 12:00:57,414 | 'l'
2022-06-15 12:00:57,608 | 'o'
2022-06-15 12:00:57,898 | 'g'
2022-06-15 12:00:58,045 | 'g'
2022-06-15 12:00:58,132 | 'e'
2022-06-15 12:00:58,355 | 'r'
2022-06-15 12:00:58,449 | Key.space
2022-06-15 12:00:59,066 | 'w'
2022-06-15 12:00:59,180 | 'i'
2022-06-15 12:00:59,383 | 'l'
2022-06-15 12:00:59,559 | 'l'
2022-06-15 12:00:59,808 | Key.space
2022-06-15 12:00:59,925 | 'r'
2022-06-15 12:01:00,204 | 'u'
2022-06-15 12:01:00,401 | 'n'
2022-06-15 12:02:04,272 | Key.ctrl_l
2022-06-15 12:02:04,760 | Key.ctrl_l
2022-06-15 12:02:04,760 | '\x03'
2022-06-15 12:02:08,510 | Key.enter
2022-06-15 12:02:08,738 | Key.ctrl_l
2022-06-15 12:02:09,115 | '\x16'
2022-06-15 12:02:25,370 | Key.backspace
2022-06-15 12:02:26,163 | Key.backspace
2022-06-15 12:02:26,949 | Key.backspace
2022-06-15 12:03:40,186 | Key.backspace
2022-06-15 12:03:40,600 | Key.backspace
2022-06-15 12:03:40,982 | Key.backspace
2022-06-15 12:04:34,387 | Key.backspace
2022-06-15 12:04:34,772 | Key.backspace
2022-06-15 12:04:35,103 | Key.backspace
2022-06-15 12:04:36,377 | Key.backspace
2022-06-15 12:05:14,654 | Key.backspace
2022-06-15 12:05:15,241 | Key.backspace
2022-06-15 12:05:16,156 | Key.down
2022-06-15 12:05:16,566 | Key.backspace
2022-06-15 12:05:16,894 | Key.down
2022-06-15 12:05:17,257 | Key.backspace
2022-06-15 12:05:25,541 | Key.backspace
2022-06-15 12:06:21,415 | 'h'
2022-06-15 12:06:21,577 | 'e'
2022-06-15 12:06:22,041 | 'l'
2022-06-15 12:06:22,178 | 'l'
2022-06-15 12:06:22,421 | 'o'
2022-06-15 12:06:22,725 | Key.space
2022-06-15 12:06:23,332 | 'm'
2022-06-15 12:06:23,752 | 'y'
2022-06-15 12:06:23,991 | Key.space
2022-06-15 12:06:24,600 | 'n'
2022-06-15 12:06:24,781 | 'a'
2022-06-15 12:06:25,212 | 'm'
2022-06-15 12:06:25,355 | 'e'
2022-06-15 12:06:25,559 | Key.space
2022-06-15 12:06:25,824 | 'i'
2022-06-15 12:06:25,900 | 's'
2022-06-15 12:06:26,109 | Key.space
2022-06-15 12:06:26,716 | 'k'
2022-06-15 12:06:26,879 | 'e'
2022-06-15 12:06:27,013 | 'n'
2022-06-15 12:06:27,595 | 'z'
2022-06-15 12:06:27,775 | 'i'
2022-06-15 12:06:28,075 | Key.space
2022-06-15 12:06:28,789 | 'y'
2022-06-15 12:06:29,111 | 'o'
2022-06-15 12:06:29,324 | 'u'
2022-06-15 12:06:29,531 | Key.space
2022-06-15 12:06:29,900 | 'w'
2022-06-15 12:06:30,242 | 'i'
2022-06-15 12:06:30,523 | 'l'
2022-06-15 12:06:30,685 | 'l'
2022-06-15 12:06:30,940 | Key.space
2022-06-15 12:06:31,251 | 's'
2022-06-15 12:06:31,473 | 'e'
2022-06-15 12:06:31,665 | 'e'
2022-06-15 12:06:31,812 | Key.space
2022-06-15 12:06:32,353 | 'w'
2022-06-15 12:06:32,497 | 'h'
2022-06-15 12:06:33,049 | 'a'
2022-06-15 12:06:33,352 | 't'
2022-06-15 12:06:34,124 | Key.space
2022-06-15 12:06:34,982 | Key.shift
2022-06-15 12:06:35,163 | 'I'
2022-06-15 12:06:35,478 | Key.space
2022-06-15 12:06:36,209 | 't'
2022-06-15 12:06:36,425 | 'y'
2022-06-15 12:06:36,727 | 'p'
2022-06-15 12:06:37,084 | 'e'
2022-06-15 12:06:37,216 | Key.space
2022-06-15 12:06:39,046 | 'd'
2022-06-15 12:06:39,540 | 'u'
2022-06-15 12:06:39,908 | 'r'
2022-06-15 12:06:40,075 | 'i'
2022-06-15 12:06:40,528 | 'n'
2022-06-15 12:06:40,918 | 'g'
2022-06-15 12:06:41,110 | Key.space
2022-06-15 12:06:41,940 | Key.shift
2022-06-15 12:06:42,128 | '1'
2022-06-15 12:06:42,483 | Key.space
2022-06-15 12:06:42,950 | 'l'
2022-06-15 12:06:43,240 | 'i'
2022-06-15 12:06:43,489 | 'n'
2022-06-15 12:06:44,698 | Key.backspace
2022-06-15 12:06:44,879 | Key.backspace
2022-06-15 12:06:45,032 | Key.backspace
2022-06-15 12:06:45,818 | 'm'
2022-06-15 12:06:46,104 | 'i'
2022-06-15 12:06:46,372 | 'n'
2022-06-15 12:06:49,119 | Key.space
2022-06-15 12:06:52,432 | 's'
2022-06-15 12:06:52,629 | 'o'
2022-06-15 12:06:53,891 | Key.space
2022-06-15 12:06:56,602 | 'l'
2022-06-15 12:06:57,008 | 'i'
2022-06-15 12:06:57,352 | 'k'
2022-06-15 12:06:57,498 | 'e'
2022-06-15 12:06:57,667 | Key.space
2022-06-15 12:06:58,884 | 'u'
2022-06-15 12:06:59,148 | 'n'
2022-06-15 12:06:59,360 | 't'
2022-06-15 12:06:59,546 | 'i'
2022-06-15 12:06:59,803 | 'l'
2022-06-15 12:07:00,894 | Key.space
2022-06-15 12:07:02,427 | Key.shift
2022-06-15 12:07:02,917 | Key.shift
2022-06-15 12:07:02,948 | Key.shift
2022-06-15 12:07:02,979 | Key.shift
2022-06-15 12:07:03,010 | Key.shift
2022-06-15 12:07:03,047 | Key.shift
2022-06-15 12:07:03,070 | Key.shift
2022-06-15 12:07:03,102 | Key.shift
2022-06-15 12:07:03,133 | Key.shift
2022-06-15 12:07:03,149 | '1'
2022-06-15 12:07:03,627 | '2'
2022-06-15 12:07:04,238 | ':'
2022-06-15 12:07:05,178 | Key.shift
2022-06-15 12:07:05,673 | Key.shift
2022-06-15 12:07:05,700 | Key.shift
2022-06-15 12:07:05,732 | Key.shift
2022-06-15 12:07:05,763 | Key.shift
2022-06-15 12:07:05,779 | Key.shift
2022-06-15 12:07:05,810 | Key.shift
2022-06-15 12:07:05,852 | Key.shift
2022-06-15 12:07:05,886 | Key.shift
2022-06-15 12:07:05,918 | Key.shift
2022-06-15 12:07:05,949 | Key.shift
2022-06-15 12:07:05,980 | Key.shift
2022-06-15 12:07:05,996 | Key.shift
2022-06-15 12:07:06,027 | Key.shift
2022-06-15 12:07:06,058 | Key.shift
2022-06-15 12:07:06,089 | Key.shift
2022-06-15 12:07:06,136 | Key.shift
2022-06-15 12:07:06,152 | Key.shift
2022-06-15 12:07:06,183 | Key.shift
2022-06-15 12:07:06,214 | Key.shift
2022-06-15 12:07:06,246 | Key.shift
2022-06-15 12:07:06,292 | Key.shift
2022-06-15 12:07:06,308 | Key.shift
2022-06-15 12:07:06,339 | Key.shift
2022-06-15 12:07:06,377 | Key.shift
2022-06-15 12:07:06,407 | Key.shift
2022-06-15 12:07:06,437 | Key.shift
2022-06-15 12:07:06,452 | Key.shift
2022-06-15 12:07:06,483 | Key.shift
2022-06-15 12:07:06,515 | Key.shift
2022-06-15 12:07:06,546 | Key.shift
2022-06-15 12:07:06,577 | Key.shift
2022-06-15 12:07:06,608 | Key.shift
2022-06-15 12:07:06,646 | Key.shift
2022-06-15 12:07:06,668 | Key.shift
2022-06-15 12:07:06,699 | Key.shift
2022-06-15 12:07:06,730 | Key.shift
2022-06-15 12:07:06,762 | Key.shift
2022-06-15 12:07:06,793 | Key.shift
